timestamp,orbit_id,voltage,current,temperature,soc,is_eclipse,anomaly_label,anomaly_type,event_id
88.0,0,4.1263,1.8236,23.5,0.8857,0,0,normal,0
89.0,0,4.1025,1.8176,23.47,0.8857,0,0,normal,0
90.0,0,4.1103,1.7639,23.46,0.8858,0,0,normal,0
91.0,0,4.1389,1.9047,23.62,0.8859,0,0,normal,0
92.0,0,4.0747,1.7618,23.88,0.8859,0,0,normal,0
93.0,0,4.1136,1.8131,23.01,0.886,0,0,normal,0
94.0,0,4.1123,1.8464,23.22,0.8861,0,0,normal,0
95.0,0,4.109,1.7764,23.58,0.8861,0,0,normal,0
96.0,0,4.0997,1.7854,23.51,0.8862,0,0,normal,0
97.0,0,4.1387,1.8076,22.83,0.8863,0,0,normal,0
98.0,0,4.1068,1.7882,23.7,0.8863,0,0,normal,0
99.0,0,4.0587,1.7814,23.73,0.8864,0,0,normal,0
100.0,0,4.0622,1.8864,23.9,0.8865,0,0,normal,0
101.0,0,4.1011,1.7836,23.34,0.8865,0,0,normal,0
102.0,0,4.1352,1.7833,23.85,0.8866,0,0,normal,0
103.0,0,4.1302,1.8866,23.82,0.8867,0,0,normal,0
104.0,0,4.1118,1.8872,23.96,0.8867,0,0,normal,0
105.0,0,4.1045,1.7852,23.51,0.8868,0,0,normal,0
106.0,0,4.0722,1.8495,23.97,0.8869,0,0,normal,0
107.0,0,4.1322,1.7905,23.98,0.8869,0,0,normal,0
108.0,0,4.1192,1.891,23.3,0.887,0,0,normal,0
109.0,0,4.0736,1.7967,23.63,0.8871,0,0,normal,0
110.0,0,4.1173,1.8756,23.59,0.8871,0,0,normal,0
111.0,0,4.1048,1.7493,23.45,0.8872,0,0,normal,0
112.0,0,4.1115,1.7664,24.18,0.8873,0,0,normal,0
113.0,0,4.0452,1.8304,23.94,0.8873,0,0,normal,0
114.0,0,4.1134,1.8036,24.34,0.8874,0,0,normal,0
115.0,0,4.0905,1.6968,24.05,0.8875,0,0,normal,0
116.0,0,4.1418,1.7209,24.0,0.8876,0,0,normal,0
117.0,0,4.0883,1.8423,24.15,0.8876,0,0,normal,0
118.0,0,4.1082,1.8534,23.99,0.8877,0,0,normal,0
119.0,0,4.0816,1.8135,23.89,0.8878,0,0,normal,0
120.0,0,4.1133,1.7924,24.25,0.8878,0,0,normal,0
121.0,0,4.1016,1.7471,24.41,0.8879,0,0,normal,0
122.0,0,4.0839,1.7628,24.04,0.888,0,0,normal,0
123.0,0,4.1032,1.8422,24.39,0.888,0,0,normal,0
124.0,0,4.124,1.8428,24.18,0.8881,0,0,normal,0
125.0,0,4.0964,1.9164,23.42,0.8882,0,0,normal,0
126.0,0,4.0909,1.8802,24.07,0.8882,0,0,normal,0
127.0,0,4.0627,1.8655,23.68,0.8883,0,0,normal,0
128.0,0,4.0858,1.7199,24.2,0.8884,0,0,normal,0
129.0,0,4.1105,1.8262,23.66,0.8884,0,0,normal,0
130.0,0,4.1079,1.6845,23.96,0.8885,0,0,normal,0
131.0,0,4.1214,1.823,24.16,0.8886,0,0,normal,0
132.0,0,4.1093,1.838,24.29,0.8886,0,0,normal,0
133.0,0,4.1006,1.7648,24.2,0.8887,0,0,normal,0
134.0,0,4.0938,1.841,24.32,0.8888,0,0,normal,0
135.0,0,4.1019,1.7867,24.42,0.8888,0,0,normal,0
136.0,0,4.0742,1.7003,23.74,0.8889,0,0,normal,0
137.0,0,4.0901,1.6833,24.43,0.889,0,0,normal,0
138.0,0,4.11,1.7858,24.54,0.8891,0,0,normal,0
139.0,0,4.1018,1.8664,24.64,0.8891,0,0,normal,0
140.0,0,4.0838,1.8046,24.07,0.8892,0,0,normal,0
141.0,0,4.0842,1.726,24.15,0.8893,0,0,normal,0
142.0,0,4.1472,1.8402,23.86,0.8893,0,0,normal,0
143.0,0,4.0787,1.8196,24.43,0.8894,0,0,normal,0
144.0,0,4.0595,1.7934,24.58,0.8895,0,0,normal,0
145.0,0,4.0925,1.7697,24.0,0.8895,0,0,normal,0
146.0,0,4.1166,1.7673,24.28,0.8896,0,0,normal,0
147.0,0,4.1141,1.8164,24.75,0.8897,0,0,normal,0
148.0,0,4.0688,1.7829,24.68,0.8897,0,0,normal,0
149.0,0,4.1337,1.7834,24.49,0.8898,0,0,normal,0
150.0,0,4.1144,1.7934,24.98,0.8899,0,0,normal,0
151.0,0,4.1053,1.9038,24.46,0.8899,0,0,normal,0
152.0,0,4.0834,1.8538,24.52,0.89,0,0,normal,0
153.0,0,4.1136,1.7987,24.19,0.8901,0,0,normal,0
154.0,0,4.0556,1.7205,24.12,0.8901,0,0,normal,0
155.0,0,4.099,1.7771,25.05,0.8902,0,0,normal,0
156.0,0,4.0808,1.8553,24.58,0.8903,0,0,normal,0
157.0,0,4.0993,1.7796,24.55,0.8903,0,0,normal,0
158.0,0,4.097,1.831,24.83,0.8904,0,0,normal,0
159.0,0,4.1074,1.7429,25.3,0.8905,0,0,normal,0
160.0,0,4.1418,1.8112,24.57,0.8906,0,0,normal,0
161.0,0,4.1042,1.829,24.5,0.8906,0,0,normal,0
162.0,0,4.1179,1.761,24.31,0.8907,0,0,normal,0
163.0,0,4.1328,1.8333,24.69,0.8908,0,0,normal,0
164.0,0,4.1181,1.7857,24.5,0.8908,0,0,normal,0
165.0,0,4.0598,1.8468,24.51,0.8909,0,0,normal,0
166.0,0,4.0712,1.7005,25.03,0.891,0,0,normal,0
167.0,0,4.0878,1.8448,24.19,0.891,0,0,normal,0
168.0,0,4.0961,1.6518,25.38,0.8911,0,0,normal,0
169.0,0,4.0924,1.8217,24.81,0.8912,0,0,normal,0
170.0,0,4.101,1.722,24.71,0.8912,0,0,normal,0
171.0,0,4.1268,1.7957,24.8,0.8913,0,0,normal,0
172.0,0,4.0891,1.8334,24.98,0.8914,0,0,normal,0
173.0,0,4.0812,1.8814,24.46,0.8914,0,0,normal,0
174.0,0,4.101,1.8668,25.16,0.8915,0,0,normal,0
175.0,0,4.144,1.7779,24.79,0.8916,0,0,normal,0
176.0,0,4.1461,1.8129,24.66,0.8917,0,0,normal,0
177.0,0,4.097,1.7529,24.91,0.8917,0,0,normal,0
178.0,0,4.1249,1.7217,24.63,0.8918,0,0,normal,0
179.0,0,4.0464,1.8574,24.57,0.8919,0,0,normal,0
180.0,0,4.0885,1.7157,24.9,0.8919,0,0,normal,0
181.0,0,4.1014,1.791,24.79,0.892,0,0,normal,0
182.0,0,4.0822,1.8102,25.06,0.8921,0,0,normal,0
183.0,0,4.1167,1.8331,25.03,0.8921,0,0,normal,0
184.0,0,4.1583,1.8148,24.85,0.8922,0,0,normal,0
185.0,0,4.0893,1.7846,24.58,0.8923,0,0,normal,0
186.0,0,4.0869,1.7378,24.88,0.8923,0,0,normal,0
187.0,0,4.1089,1.8167,24.69,0.8924,0,0,normal,0
188.0,0,4.1256,1.845,24.88,0.8925,0,0,normal,0
189.0,0,4.1225,1.7674,25.0,0.8925,0,0,normal,0
190.0,0,4.1079,1.7276,25.04,0.8926,0,0,normal,0
191.0,0,4.1139,1.755,24.54,0.8927,0,0,normal,0
192.0,0,4.1382,1.8668,24.91,0.8928,0,0,normal,0
193.0,0,4.0477,1.8182,24.65,0.8928,0,0,normal,0
194.0,0,4.0819,1.7853,25.23,0.8929,0,0,normal,0
195.0,0,4.0771,1.8999,24.78,0.893,0,0,normal,0
196.0,0,4.1486,1.8118,24.68,0.893,0,0,normal,0
197.0,0,4.1539,1.8125,24.56,0.8931,0,0,normal,0
198.0,0,4.0994,1.7359,24.91,0.8932,0,0,normal,0
199.0,0,4.114,1.8406,24.55,0.8932,0,0,normal,0
200.0,0,4.0939,1.8258,25.48,0.8933,0,0,normal,0
201.0,0,4.0936,1.7686,25.27,0.8934,0,0,normal,0
202.0,0,4.1194,1.8381,24.62,0.8934,0,0,normal,0
203.0,0,4.0826,1.8269,25.21,0.8935,0,0,normal,0
204.0,0,4.1217,1.7288,24.91,0.8936,0,0,normal,0
205.0,0,4.1283,1.7359,25.24,0.8936,0,0,normal,0
206.0,0,4.1461,1.7693,25.05,0.8937,0,0,normal,0
207.0,0,4.116,1.8016,25.01,0.8938,0,0,normal,0
208.0,0,4.0955,1.8236,25.08,0.8939,0,0,normal,0
209.0,0,4.082,1.8681,24.49,0.8939,0,0,normal,0
210.0,0,4.1716,1.8805,25.11,0.894,0,0,normal,0
211.0,0,4.1037,1.7032,25.16,0.8941,0,0,normal,0
212.0,0,4.082,1.7905,25.43,0.8941,0,0,normal,0
213.0,0,4.0718,1.8262,25.48,0.8942,0,0,normal,0
214.0,0,4.112,1.9026,25.18,0.8943,0,0,normal,0
215.0,0,4.1253,1.7929,24.78,0.8943,0,0,normal,0
216.0,0,4.0077,2.0831,29.88,0.8944,0,1,thermal_runaway_precursor,1
217.0,0,4.0774,2.0421,29.68,0.8945,0,1,thermal_runaway_precursor,1
218.0,0,4.0308,2.0676,28.68,0.8945,0,1,thermal_runaway_precursor,1
219.0,0,4.0427,2.0572,30.14,0.8946,0,1,thermal_runaway_precursor,1
220.0,0,4.0278,1.9787,29.72,0.8947,0,1,thermal_runaway_precursor,1
221.0,0,4.0156,2.095,30.18,0.8947,0,1,thermal_runaway_precursor,1
222.0,0,4.0272,2.0521,30.27,0.8948,0,1,thermal_runaway_precursor,1
223.0,0,4.0319,1.9411,30.48,0.8949,0,1,thermal_runaway_precursor,1
224.0,0,3.9952,2.0626,31.44,0.895,0,1,thermal_runaway_precursor,1
225.0,0,4.0896,2.0888,32.46,0.895,0,1,thermal_runaway_precursor,1
226.0,0,3.9615,2.1329,31.6,0.8951,0,1,thermal_runaway_precursor,1
227.0,0,4.0345,2.1402,32.0,0.8952,0,1,thermal_runaway_precursor,1
228.0,0,3.93,2.1962,32.61,0.8952,0,1,thermal_runaway_precursor,1
229.0,0,3.9595,2.2203,32.32,0.8953,0,1,thermal_runaway_precursor,1
230.0,0,3.953,2.2578,32.7,0.8954,0,1,thermal_runaway_precursor,1
231.0,0,3.965,2.0943,33.66,0.8954,0,1,thermal_runaway_precursor,1
232.0,0,3.9384,2.1003,33.86,0.8955,0,1,thermal_runaway_precursor,1
233.0,0,3.9875,2.2843,33.49,0.8956,0,1,thermal_runaway_precursor,1
234.0,0,3.9422,2.2326,34.43,0.8957,0,1,thermal_runaway_precursor,1
235.0,0,3.9095,2.2145,35.45,0.8957,0,1,thermal_runaway_precursor,1
236.0,0,3.9691,2.3362,34.73,0.8958,0,1,thermal_runaway_precursor,1
237.0,0,3.9225,2.2949,35.57,0.8959,0,1,thermal_runaway_precursor,1
238.0,0,3.8816,2.374,36.43,0.8959,0,1,thermal_runaway_precursor,1
239.0,0,3.9004,2.3995,36.7,0.896,0,1,thermal_runaway_precursor,1
240.0,0,3.9513,2.4968,36.28,0.8961,0,1,thermal_runaway_precursor,1
241.0,0,3.8953,2.3611,38.1,0.8961,0,1,thermal_runaway_precursor,1
242.0,0,3.8896,2.426,37.1,0.8962,0,1,thermal_runaway_precursor,1
243.0,0,3.885,2.4183,38.46,0.8963,0,1,thermal_runaway_precursor,1
244.0,0,3.882,2.5043,38.76,0.8964,0,1,thermal_runaway_precursor,1
245.0,0,3.9093,2.5659,39.04,0.8964,0,1,thermal_runaway_precursor,1
246.0,0,3.8359,2.4163,39.65,0.8965,0,1,thermal_runaway_precursor,1
247.0,0,3.8285,2.6183,39.64,0.8966,0,1,thermal_runaway_precursor,1
248.0,0,3.8746,2.5335,40.54,0.8966,0,1,thermal_runaway_precursor,1
249.0,0,3.8282,2.6322,40.07,0.8967,0,1,thermal_runaway_precursor,1
250.0,0,3.8617,2.5926,40.06,0.8968,0,1,thermal_runaway_precursor,1
251.0,0,3.9279,2.7168,42.1,0.8968,0,1,thermal_runaway_precursor,1
252.0,0,3.8772,2.5573,41.0,0.8969,0,1,thermal_runaway_precursor,1
253.0,0,3.8792,2.6543,41.65,0.897,0,1,thermal_runaway_precursor,1
254.0,0,3.8779,2.7131,41.78,0.897,0,1,thermal_runaway_precursor,1
255.0,0,3.8165,2.5064,42.27,0.8971,0,1,thermal_runaway_precursor,1
256.0,0,3.8556,2.5635,43.0,0.8972,0,1,thermal_runaway_precursor,1
257.0,0,3.8297,2.8211,42.99,0.8972,0,1,thermal_runaway_precursor,1
258.0,0,3.8574,2.7898,43.22,0.8973,0,1,thermal_runaway_precursor,1
259.0,0,3.7976,2.7573,42.21,0.8974,0,1,thermal_runaway_precursor,1
260.0,0,3.8015,2.7004,43.28,0.8975,0,1,thermal_runaway_precursor,1
261.0,0,3.8056,2.8078,43.6,0.8975,0,1,thermal_runaway_precursor,1
262.0,0,3.8067,2.7686,43.16,0.8976,0,1,thermal_runaway_precursor,1
263.0,0,3.7731,2.6952,43.45,0.8977,0,1,thermal_runaway_precursor,1
264.0,0,3.8249,2.7362,42.77,0.8977,0,1,thermal_runaway_precursor,1
265.0,0,3.808,2.7289,44.47,0.8978,0,1,thermal_runaway_precursor,1
266.0,0,3.7734,2.8075,44.27,0.8979,0,1,thermal_runaway_precursor,1
267.0,0,3.7775,2.6946,43.84,0.8979,0,1,thermal_runaway_precursor,1
268.0,0,3.8309,2.7844,44.16,0.898,0,1,thermal_runaway_precursor,1
269.0,0,3.7773,2.6661,43.72,0.8981,0,1,thermal_runaway_precursor,1
270.0,0,3.803,2.703,45.62,0.8982,0,1,thermal_runaway_precursor,1
271.0,0,3.7487,2.7441,44.69,0.8982,0,1,thermal_runaway_precursor,1
272.0,0,3.8369,2.7226,44.78,0.8983,0,1,thermal_runaway_precursor,1
273.0,0,3.8197,2.7203,44.53,0.8984,0,1,thermal_runaway_precursor,1
274.0,0,3.7666,2.6955,43.14,0.8984,0,1,thermal_runaway_precursor,1
275.0,0,3.7841,2.7911,44.28,0.8985,0,1,thermal_runaway_precursor,1
276.0,0,4.0458,1.8607,26.2,0.8986,0,0,normal,0
277.0,0,4.0842,1.8781,25.98,0.8986,0,0,normal,0
278.0,0,4.0924,1.7624,26.01,0.8987,0,0,normal,0
279.0,0,4.1586,1.8714,26.02,0.8988,0,0,normal,0
280.0,0,4.1131,1.8953,26.66,0.8988,0,0,normal,0
281.0,0,4.1176,1.7953,26.26,0.8989,0,0,normal,0
282.0,0,4.1324,1.9589,25.95,0.899,0,0,normal,0
283.0,0,4.1043,1.8484,26.02,0.899,0,0,normal,0
284.0,0,4.1143,1.8454,26.27,0.8991,0,0,normal,0
285.0,0,4.1229,1.8007,26.32,0.8992,0,0,normal,0
286.0,0,4.1331,1.7032,25.91,0.8993,0,0,normal,0
287.0,0,4.1146,1.7279,26.25,0.8993,0,0,normal,0
288.0,0,4.1361,1.7653,25.83,0.8994,0,0,normal,0
289.0,0,4.1005,1.7797,26.23,0.8995,0,0,normal,0
290.0,0,4.0893,1.8139,26.47,0.8995,0,0,normal,0
291.0,0,4.0675,1.8032,25.68,0.8996,0,0,normal,0
292.0,0,4.1094,1.7994,26.25,0.8997,0,0,normal,0
293.0,0,4.1207,1.7986,26.58,0.8997,0,0,normal,0
294.0,0,4.0869,1.7444,25.98,0.8998,0,0,normal,0
295.0,0,4.146,1.8144,26.19,0.8999,0,0,normal,0
296.0,0,4.0751,1.6749,26.08,0.9,0,0,normal,0
297.0,0,4.1056,1.7721,26.35,0.9,0,0,normal,0
298.0,0,4.1419,1.7844,26.15,0.9001,0,0,normal,0
299.0,0,4.1282,1.7569,25.91,0.9002,0,0,normal,0
300.0,0,4.1176,1.8195,26.33,0.9002,0,0,normal,0
301.0,0,4.0984,1.8794,27.01,0.9003,0,0,normal,0
302.0,0,4.0839,1.7887,26.42,0.9004,0,0,normal,0
303.0,0,4.0979,1.7462,26.53,0.9005,0,0,normal,0
304.0,0,4.0996,1.8278,26.72,0.9005,0,0,normal,0
305.0,0,4.1505,1.8579,26.6,0.9006,0,0,normal,0
306.0,0,4.0675,1.8682,26.35,0.9007,0,0,normal,0
307.0,0,4.1198,1.7566,26.29,0.9007,0,0,normal,0
308.0,0,4.1632,1.7917,26.42,0.9008,0,0,normal,0
309.0,0,4.1098,1.8207,26.51,0.9009,0,0,normal,0
310.0,0,4.1273,1.8003,26.85,0.9009,0,0,normal,0
311.0,0,4.1223,1.8824,26.69,0.901,0,0,normal,0
312.0,0,4.1152,1.7425,26.8,0.9011,0,0,normal,0
313.0,0,4.1207,1.8433,26.8,0.9011,0,0,normal,0
314.0,0,4.1459,1.8245,26.63,0.9012,0,0,normal,0
315.0,0,4.1252,1.7822,25.68,0.9013,0,0,normal,0
316.0,0,4.0249,1.8191,26.05,0.9014,0,0,normal,0
317.0,0,4.1281,1.8226,26.23,0.9014,0,0,normal,0
318.0,0,4.1516,1.7644,26.45,0.9015,0,0,normal,0
319.0,0,4.1144,1.9121,26.73,0.9016,0,0,normal,0
320.0,0,4.1184,1.8808,26.31,0.9016,0,0,normal,0
321.0,0,4.1161,1.7945,26.22,0.9017,0,0,normal,0
322.0,0,4.0986,1.7872,26.92,0.9018,0,0,normal,0
323.0,0,4.1099,1.8017,26.62,0.9018,0,0,normal,0
324.0,0,4.1322,1.8112,26.36,0.9019,0,0,normal,0
325.0,0,4.1458,1.7479,26.55,0.902,0,0,normal,0
326.0,0,4.1297,1.7292,26.82,0.9021,0,0,normal,0
327.0,0,4.1245,1.7235,26.92,0.9021,0,0,normal,0
328.0,0,4.1327,1.8187,26.29,0.9022,0,0,normal,0
329.0,0,4.1095,1.8166,26.58,0.9023,0,0,normal,0
330.0,0,4.1536,1.8435,27.27,0.9023,0,0,normal,0
331.0,0,4.1135,1.8657,26.85,0.9024,0,0,normal,0
332.0,0,4.1198,1.8383,26.79,0.9025,0,0,normal,0
333.0,0,4.1153,1.8412,26.55,0.9025,0,0,normal,0
334.0,0,4.134,1.7793,26.78,0.9026,0,0,normal,0
335.0,0,4.1342,1.817,26.68,0.9027,0,0,normal,0
336.0,0,4.1266,1.8378,26.43,0.9027,0,0,normal,0
337.0,0,4.104,1.8721,26.32,0.9028,0,0,normal,0
338.0,0,4.0935,1.7477,26.84,0.9029,0,0,normal,0
339.0,0,4.1099,1.7863,27.02,0.903,0,0,normal,0
340.0,0,4.1257,1.817,26.97,0.903,0,0,normal,0
341.0,0,4.0649,1.8308,26.75,0.9031,0,0,normal,0
342.0,0,4.1213,1.691,26.87,0.9032,0,0,normal,0
343.0,0,4.147,1.8523,26.94,0.9032,0,0,normal,0
344.0,0,4.131,1.775,26.73,0.9033,0,0,normal,0
345.0,0,4.1431,1.7999,26.74,0.9034,0,0,normal,0
346.0,0,4.1347,1.8403,26.63,0.9035,0,0,normal,0
347.0,0,4.1351,1.8487,26.96,0.9035,0,0,normal,0
348.0,0,4.0979,1.7619,26.78,0.9036,0,0,normal,0
349.0,0,4.0943,1.8271,27.08,0.9037,0,0,normal,0
350.0,0,4.1149,1.7379,26.99,0.9037,0,0,normal,0
351.0,0,4.082,1.9223,27.41,0.9038,0,0,normal,0
352.0,0,4.129,1.8075,27.02,0.9039,0,0,normal,0
353.0,0,4.1147,1.8222,27.43,0.9039,0,0,normal,0
354.0,0,4.1478,1.7772,26.81,0.904,0,0,normal,0
355.0,0,4.0924,1.797,27.15,0.9041,0,0,normal,0
356.0,0,4.1158,1.8723,26.97,0.9041,0,0,normal,0
357.0,0,4.1146,1.7443,26.56,0.9042,0,0,normal,0
358.0,0,4.1259,1.7544,27.45,0.9043,0,0,normal,0
359.0,0,4.1019,1.9405,27.49,0.9044,0,0,normal,0
360.0,0,4.1154,1.8122,27.2,0.9044,0,0,normal,0
361.0,0,4.1222,1.8031,26.96,0.9045,0,0,normal,0
362.0,0,4.0824,1.7301,27.29,0.9046,0,0,normal,0
363.0,0,4.105,1.7862,27.11,0.9046,0,0,normal,0
364.0,0,4.1234,1.8397,26.92,0.9047,0,0,normal,0
365.0,0,4.158,1.8613,27.28,0.9048,0,0,normal,0
366.0,0,4.1499,1.8487,27.48,0.9048,0,0,normal,0
367.0,0,4.1343,1.8307,27.31,0.9049,0,0,normal,0
368.0,0,4.1386,1.7451,26.76,0.905,0,0,normal,0
369.0,0,4.1534,1.7603,27.43,0.9051,0,0,normal,0
370.0,0,4.1118,1.8744,26.84,0.9051,0,0,normal,0
371.0,0,4.123,1.788,27.22,0.9052,0,0,normal,0
372.0,0,4.1101,1.8567,27.31,0.9053,0,0,normal,0
373.0,0,4.1326,1.7506,27.22,0.9053,0,0,normal,0
374.0,0,4.1152,1.7625,27.17,0.9054,0,0,normal,0
375.0,0,4.165,1.7865,27.21,0.9055,0,0,normal,0
376.0,0,4.0683,1.7878,26.98,0.9056,0,0,normal,0
377.0,0,4.1037,1.7868,27.68,0.9056,0,0,normal,0
378.0,0,4.153,1.7918,27.29,0.9057,0,0,normal,0
379.0,0,4.1185,1.8019,27.28,0.9058,0,0,normal,0
380.0,0,4.0611,1.8859,26.69,0.9058,0,0,normal,0
381.0,0,4.1218,1.7728,27.51,0.9059,0,0,normal,0
382.0,0,4.1108,1.8237,27.62,0.906,0,0,normal,0
383.0,0,4.1246,1.8515,27.61,0.906,0,0,normal,0
384.0,0,4.1068,1.8136,27.55,0.9061,0,0,normal,0
385.0,0,4.121,1.8055,27.79,0.9062,0,0,normal,0
386.0,0,4.0882,1.6775,27.0,0.9063,0,0,normal,0
387.0,0,4.1153,1.7818,26.92,0.9063,0,0,normal,0
388.0,0,4.1008,1.7507,28.12,0.9064,0,0,normal,0
389.0,0,4.1093,1.8901,27.28,0.9065,0,0,normal,0
390.0,0,4.0749,1.7425,27.37,0.9065,0,0,normal,0
391.0,0,4.1204,1.7501,26.93,0.9066,0,0,normal,0
392.0,0,4.1261,1.7619,27.53,0.9067,0,0,normal,0
393.0,0,4.0882,1.8209,27.69,0.9068,0,0,normal,0
394.0,0,4.1384,1.76,27.44,0.9068,0,0,normal,0
395.0,0,4.1153,1.7312,27.56,0.9069,0,0,normal,0
